142
-0.725316,0.695601,0.267734
-0.729710,0.693403,0.278232
-0.727025,0.692183,0.269443
-0.728489,0.698530,0.269931
-0.731907,0.697798,0.268466
-0.726048,0.695112,0.271640
-0.730198,0.699995,0.259189
-0.736058,0.699507,0.267001
-0.732396,0.700239,0.265048
-0.733860,0.696821,0.255527
-0.737278,0.698042,0.262363
-0.739720,0.694868,0.258701
-0.733860,0.697798,0.263583
-0.735081,0.694868,0.263583
-0.735081,0.694136,0.264804
-0.729466,0.691694,0.252841
-0.737767,0.697798,0.264316
-0.732640,0.696821,0.260165
-0.732152,0.696089,0.267734
-0.733616,0.691938,0.261142
-0.732396,0.690718,0.262851
-0.725804,0.692427,0.266513
-0.739720,0.693403,0.271884
-0.733616,0.687300,0.264316
-0.727269,0.688276,0.263339
-0.730198,0.687788,0.271884
-0.726048,0.688765,0.269199
-0.725560,0.692427,0.260898
-0.724339,0.681685,0.267001
-0.723607,0.691694,0.267734
-0.718480,0.693892,0.271640
-0.728489,0.690962,0.270663
-0.720677,0.688765,0.272372
-0.721653,0.692427,0.275302
-0.721653,0.700728,0.264072
-0.719212,0.694380,0.272861
-0.716282,0.698530,0.272372
-0.724095,0.696577,0.270663
-0.722874,0.696333,0.269687
-0.721409,0.700728,0.263583
-0.730198,0.704878,0.264804
-0.732884,0.692427,0.261630
-0.730687,0.699263,0.258701
-0.734837,0.694868,0.263339
-0.732884,0.696089,0.264072
-0.729222,0.693892,0.259433
-0.730443,0.699995,0.269443
-0.718724,0.694380,0.268222
-0.718480,0.690718,0.272372
-0.722874,0.700239,0.261874
-0.733860,0.702925,0.260410
-0.732640,0.701216,0.260898
-0.738499,0.698042,0.247470
-0.743626,0.706587,0.254794
-0.747044,0.700483,0.258701
-0.742650,0.695112,0.272617
-0.727025,0.691450,0.256503
-0.722630,0.695845,0.267734
-0.724827,0.688520,0.265536
-0.727269,0.693403,0.262851
-0.740208,0.683638,0.264072
-0.739720,0.687056,0.260165
-0.737523,0.680220,0.255527
-0.730443,0.688520,0.248203
-0.728978,0.693403,0.254306
-0.731419,0.693159,0.263339
-0.724095,0.695112,0.260898
-0.723607,0.699751,0.265536
-0.727513,0.692183,0.267001
-0.728489,0.694136,0.266513
-0.722386,0.689253,0.261630
-0.732396,0.691694,0.269199
-0.726780,0.690718,0.265048
-0.732152,0.693403,0.266513
-0.727757,0.690474,0.263339
-0.725560,0.688765,0.269199
-0.729222,0.696577,0.265292
-0.726292,0.688765,0.270908
-0.728489,0.692915,0.263583
-0.727025,0.696821,0.265536
-0.724339,0.688520,0.262607
-0.726048,0.689253,0.260165
-0.727513,0.689741,0.260898
-0.717503,0.682661,0.264316
-0.714818,0.686567,0.261630
-0.718724,0.682173,0.249912
-0.732396,0.692183,0.242099
-0.736546,0.687056,0.256747
-0.748021,0.687300,0.244785
-0.752659,0.690229,0.266513
-0.744603,0.697310,0.261386
-0.739476,0.698042,0.267245
-0.729466,0.693403,0.274814
-0.723851,0.694624,0.273105
-0.722874,0.696333,0.270663
-0.724339,0.684370,0.270419
-0.720921,0.681685,0.273593
-0.712864,0.685591,0.268222
-0.711888,0.683882,0.268710
-0.722630,0.697798,0.255771
-0.728489,0.686567,0.257236
-0.740452,0.696821,0.257480
-0.751927,0.707563,0.265781
-0.744114,0.699995,0.256992
-0.736790,0.704390,0.257724
-0.734105,0.704145,0.257236
-0.731419,0.695845,0.266757
-0.729710,0.699507,0.264072
-0.729222,0.685835,0.277988
-0.725316,0.698530,0.270175
-0.726048,0.695112,0.261630
-0.723362,0.692915,0.268710
-0.731419,0.694380,0.253818
-0.739476,0.687300,0.266025
-0.734349,0.689009,0.250156
-0.726780,0.686567,0.257968
-0.718968,0.683149,0.260654
-0.717503,0.678267,0.261874
-0.721898,0.686079,0.267490
-0.726536,0.691450,0.257236
-0.745091,0.690718,0.249423
-0.759739,0.698042,0.253818
-0.757542,0.698042,0.257236
-0.747288,0.698530,0.248203
-0.733860,0.697798,0.255283
-0.729710,0.697798,0.248935
-0.736302,0.685591,0.258945
-0.732152,0.683394,0.270419
-0.727757,0.694380,0.273349
-0.713597,0.689741,0.262119
-0.724339,0.694868,0.266025
-0.733128,0.684614,0.259189
-0.740452,0.688520,0.266513
-0.731175,0.688765,0.253818
-0.719700,0.695845,0.249912
-0.728978,0.693892,0.260654
-0.732152,0.693647,0.255527
-0.735814,0.698774,0.260898
-0.733616,0.704634,0.257724
-0.731419,0.700728,0.248935
-0.726536,0.699995,0.252353
-0.728001,0.691694,0.258945
-0.739476,0.690229,0.268466
-0.724827,0.691694,0.265536
-0.722630,0.693647,0.258212
-0.718480,0.688276,0.258456
-0.725316,0.689009,0.276523
-0.732152,0.694868,0.272861
-0.730687,0.683882,0.272617
-0.718724,0.699507,0.256992
-0.717503,0.689741,0.260165
-0.735569,0.683882,0.259921
-0.728734,0.688765,0.264804
-0.724583,0.695112,0.271152
-0.728245,0.696089,0.261386
-0.717991,0.692671,0.248203
-0.729710,0.692915,0.264804
-0.739720,0.690718,0.267978
-0.735081,0.691450,0.268710
-0.720677,0.697065,0.263828
-0.729466,0.694380,0.270419
-0.725316,0.685591,0.257236
-0.728001,0.695356,0.261386
-0.725560,0.692915,0.274326
-0.731419,0.695845,0.274570
-0.727025,0.703901,0.269687
-0.717991,0.696333,0.261630
-0.718480,0.698530,0.271396
-0.737034,0.698774,0.267978
-0.742161,0.706099,0.269199
-0.737034,0.706587,0.268222
-0.731663,0.717329,0.256503
-0.731907,0.717817,0.248447
-0.733616,0.711958,0.263828
-0.743382,0.709761,0.266513
-0.747288,0.715864,0.280429
-0.724339,0.715864,0.264804
-0.728001,0.711958,0.267978
-0.729710,0.703657,0.267490
-0.729466,0.702925,0.267978
-0.727513,0.692183,0.275058
-0.724095,0.694136,0.267734
-0.721165,0.697310,0.268222
-0.724583,0.689009,0.280429
-0.723118,0.690718,0.269687
-0.718724,0.693892,0.276035
-0.723362,0.682905,0.276523
-0.725804,0.683882,0.271884
-0.722630,0.686567,0.270663
-0.724583,0.679731,0.268466
-0.719944,0.687056,0.268466
-0.723362,0.690962,0.264072
-0.729466,0.685591,0.267245
-0.729466,0.686079,0.272617
-0.728489,0.678022,0.267734
-0.732884,0.682173,0.266757
-0.726048,0.677046,0.269687
-0.725316,0.683394,0.275302
-0.729954,0.685347,0.260410
-0.723851,0.683149,0.260165
-0.726536,0.677534,0.261386
-0.728734,0.672651,0.259677
-0.727757,0.683149,0.264560
-0.728978,0.680708,0.264804
-0.729710,0.685347,0.265048
-0.738011,0.687544,0.252841
-0.737767,0.683638,0.262851
-0.738499,0.686079,0.259433
-0.734349,0.687300,0.253574
-0.735814,0.685835,0.254306
-0.739964,0.677778,0.257480
-0.740452,0.690718,0.257480
-0.735569,0.689741,0.263095
-0.741185,0.686079,0.247958
-0.740696,0.687788,0.256259
-0.733616,0.689741,0.250156
-0.739476,0.687056,0.259677
-0.734837,0.680464,0.257968
-0.732640,0.681196,0.251865
-0.745091,0.688032,0.257724
-0.734593,0.682661,0.255038
-0.736546,0.690229,0.254062
-0.735814,0.690718,0.254062
-0.737034,0.686323,0.250156
-0.742650,0.687544,0.257724
-0.738987,0.690718,0.261386
-0.737278,0.686567,0.260165
-0.728734,0.693403,0.274814
-0.732152,0.694380,0.266269
-0.738743,0.693892,0.263095
-0.731663,0.687788,0.256015
-0.729466,0.691206,0.261142
-0.729466,0.692427,0.257236
-0.729466,0.691450,0.257968
-0.730687,0.694868,0.253329
-0.725560,0.687788,0.256992
-0.726292,0.694136,0.263828
-0.730443,0.691450,0.262851
-0.732396,0.691694,0.261142
-0.731907,0.705122,0.256015
-0.734837,0.692671,0.256015
-0.734593,0.692671,0.258456
-0.733860,0.699751,0.256259
-0.733860,0.689253,0.255771
-0.736058,0.688520,0.256747
-0.741673,0.698286,0.253329
-0.742405,0.690718,0.242587
-0.737767,0.693892,0.247958
-0.736058,0.694624,0.252841
-0.737278,0.692671,0.258945
-0.739476,0.689497,0.251376
-0.738743,0.685835,0.255038
-0.740941,0.686079,0.259677
-0.743382,0.689985,0.252109
-0.738011,0.691938,0.249667
-0.738499,0.697554,0.261142
-0.739720,0.695356,0.251132
-0.745579,0.700728,0.253329
-0.727269,0.694868,0.261874
-0.735814,0.699751,0.258212
-0.732884,0.696333,0.253085
-0.726536,0.694868,0.252109
-0.734593,0.687788,0.254306
-0.728489,0.691206,0.261142
-0.730931,0.693159,0.260898
-0.738987,0.695601,0.256503
-0.737034,0.692915,0.257724
-0.728245,0.703169,0.248447
-0.729710,0.706831,0.256503
-0.732640,0.692915,0.257236
-0.728245,0.699019,0.256747
-0.736058,0.701216,0.255527
-0.733372,0.699507,0.257724
-0.726780,0.694624,0.263339
-0.729710,0.695112,0.262851
-0.722142,0.695112,0.248935
-0.722386,0.692671,0.252841
-0.730443,0.691938,0.266757
-0.728245,0.689497,0.255283
-0.729222,0.701460,0.248935
-0.743382,0.700728,0.244785
-0.747777,0.707808,0.244785
-0.763157,0.701948,0.247714
-0.749974,0.709517,0.257480
-0.740941,0.703413,0.247958
-0.734349,0.698530,0.255283
-0.730687,0.696577,0.255038
-0.738011,0.699507,0.257968
-0.741429,0.702925,0.260165
-0.743626,0.701704,0.250400
-0.744359,0.704634,0.253818
-0.750218,0.699019,0.253085
-0.748509,0.699995,0.244785
-0.738987,0.701704,0.262851
-0.730198,0.704145,0.256259
-0.723118,0.694624,0.267734
-0.719212,0.694136,0.270419
-0.722142,0.692183,0.252353
-0.728489,0.691450,0.246982
-0.731663,0.690962,0.257480
-0.737767,0.703413,0.254306
-0.738499,0.702192,0.260410
-0.736302,0.698530,0.257480
-0.727513,0.708052,0.264560
-0.724827,0.702192,0.276279
-0.712376,0.700239,0.269931
-0.711888,0.695601,0.272617
-0.717015,0.691206,0.279453
-0.721409,0.690718,0.279697
-0.715794,0.684858,0.264072
-0.724583,0.686567,0.261874
-0.722142,0.687544,0.261386
-0.720433,0.689985,0.259921
-0.728734,0.694868,0.276279
-0.728978,0.683149,0.266513
-0.723607,0.688765,0.267734
-0.724583,0.678999,0.267978
-0.736546,0.686079,0.266513
-0.739720,0.697065,0.256992
-0.745579,0.699019,0.256503
-0.747777,0.695601,0.256747
-0.749241,0.696089,0.250156
-0.748997,0.696089,0.250400
-0.737523,0.698286,0.254306
-0.732152,0.689741,0.265781
-0.729466,0.683882,0.258456
-0.721898,0.675581,0.264316
-0.727757,0.678022,0.268222
-0.728245,0.679243,0.256747
-0.737278,0.688765,0.259921
-0.736058,0.683149,0.257480
-0.738255,0.689253,0.261630
-0.735569,0.688520,0.262363
-0.728001,0.685347,0.261142
-0.728734,0.689985,0.262607
-0.734593,0.690474,0.267490
-0.731907,0.692427,0.267734
-0.734105,0.688765,0.268222
-0.735325,0.691450,0.271884
-0.729954,0.690718,0.264560
-0.738011,0.691938,0.261386
-0.739232,0.690229,0.254550
-0.732396,0.690229,0.263583
-0.734593,0.688032,0.266025
-0.734837,0.689253,0.261630
-0.735569,0.689009,0.267490
-0.741673,0.696333,0.269687
-0.733860,0.691938,0.260410
-0.741429,0.690474,0.265536
-0.737523,0.689985,0.261386
-0.736790,0.685103,0.263095
-0.737034,0.683149,0.265292
-0.742650,0.686812,0.259433
-0.740452,0.688520,0.264560
-0.738255,0.684858,0.267490
-0.734105,0.691450,0.263095
-0.733128,0.689985,0.264560
-0.731663,0.687056,0.270175
-0.732884,0.688032,0.263828
-0.734837,0.691938,0.265048
-0.740941,0.689009,0.260654
-0.734349,0.690229,0.258456
-0.727757,0.689741,0.263339
-0.737278,0.691694,0.262119
-0.736790,0.691206,0.267490
-0.728734,0.685835,0.262851
-0.734837,0.682417,0.258456
-0.732396,0.686079,0.263339
-0.734349,0.690718,0.264560
-0.733860,0.690229,0.271640
-0.733860,0.689741,0.267001
-0.726536,0.689009,0.268222
-0.728978,0.685835,0.262851
-0.734349,0.691450,0.264560
-0.731663,0.692183,0.271152
-0.729466,0.690474,0.270175
-0.727757,0.682661,0.266757
-0.738255,0.682173,0.271152
-0.722874,0.664839,0.273837
-0.712620,0.662886,0.285556
-0.708714,0.664351,0.269687
-0.725804,0.672407,0.276523
-0.747777,0.683149,0.254306
-0.764378,0.687300,0.255527
-0.763646,0.692183,0.257480
-0.758519,0.694624,0.257968
-0.755345,0.691450,0.262607
-0.740941,0.687788,0.270419
-0.725804,0.683638,0.271396
-0.713109,0.681929,0.280429
-0.716282,0.677290,0.281894
-0.716771,0.674604,0.292880
-0.723851,0.686812,0.272861
-0.739232,0.696089,0.276035
-0.746800,0.694868,0.255771
-0.755345,0.702681,0.259189
-0.760228,0.698530,0.266269
-0.749241,0.699995,0.252109
-0.748509,0.690962,0.263583
-0.750218,0.690229,0.269199
-0.745335,0.691450,0.261874
-0.753392,0.695112,0.259189
-0.776097,0.706343,0.236240
-0.757542,0.716597,0.244540
-0.726292,0.699263,0.267978
-0.711155,0.673384,0.287509
-0.693089,0.665327,0.309726
-0.675999,0.660200,0.297275
-0.701390,0.666060,0.291660
-0.718724,0.667036,0.271640
-0.762913,0.667280,0.254062
-0.789036,0.672407,0.236728
-0.785618,0.690474,0.234531
-0.764622,0.694624,0.250400
-0.742894,0.693403,0.257968
-0.717259,0.687300,0.273593
-0.707249,0.683149,0.299228
-0.714818,0.681196,0.295078
-0.724583,0.680952,0.280429
-0.726780,0.676313,0.265292
-0.736058,0.669233,0.266513
-0.745823,0.679731,0.273837
-0.745579,0.678022,0.260654
-0.748021,0.689009,0.272617
-0.746556,0.698774,0.273349
-0.736546,0.700239,0.277499
-0.741429,0.698042,0.277744
-0.730198,0.699263,0.274081
