1590324608358,-0.633822,9.765718,0.024220
1590324608368,-0.568834,9.767663,0.115487
1590324608381,-0.501365,9.734422,0.257635
1590324608393,-0.565539,9.770114,0.172057
1590324608405,-0.572559,9.749955,0.070706
1590324608417,-0.554076,9.752685,0.124968
1590324608429,-0.537929,9.769942,0.151448
1590324608441,-0.548196,9.758966,0.148498
1590324608451,-0.552994,9.752886,0.147339
1590324608461,-0.568355,9.760307,0.148057
1590324608473,-0.548081,9.763507,0.148450
1590324608485,-0.533936,9.763621,0.144792
1590324608497,-0.536387,9.762434,0.141967
1590324608509,-0.546261,9.768305,0.148757
1590324608521,-0.547832,9.755597,0.171262
1590324608535,-0.538351,9.749074,0.169011
1590324608545,-0.545026,9.777020,0.145960
1590324608557,-0.554009,9.773726,0.128971
1590324608567,-0.570184,9.772413,0.149274
1590324608577,-0.538724,9.758460,0.144275
1590324608589,-0.566602,9.759465,0.143039
1590324608601,-0.539663,9.767040,0.188960
1590324608613,-0.523286,9.763621,0.171425
1590324608625,-0.540592,9.753796,0.142235
1590324608637,-0.553539,9.774712,0.143173
1590324608650,-0.538465,9.762999,0.155681
1590324608661,-0.545753,9.755826,0.143978
1590324608673,-0.532030,9.760730,0.136268
1590324608685,-0.538839,9.768180,0.175141
1590324608697,-0.554823,9.753863,0.198977
1590324608709,-0.522262,9.762320,0.147004
1590324608721,-0.567273,9.767289,0.128578
1590324608733,-0.536368,9.771398,0.160737
1590324608745,-0.513192,9.766083,0.094083
1590324608757,-0.581178,9.756257,0.175007
1590324608767,-0.545457,9.747724,0.249083
1590324608777,-0.511248,9.761802,0.177066
1590324608789,-0.570749,9.765422,0.138682
1590324608802,-0.545763,9.750846,0.089016
1590324608813,-0.497371,9.767739,0.151821
1590324608825,-0.550427,9.744314,0.175734
1590324608837,-0.586024,9.757636,0.106398
1590324608850,-0.550963,9.756113,0.145184
1590324608861,-0.532030,9.759867,0.201937
1590324608873,-0.539078,9.789614,0.153468
1590324608885,-0.538580,9.763862,0.121214
1590324608897,-0.542229,9.782182,0.039045
1590324608909,-0.576821,9.771168,0.115793
1590324608921,-0.544240,9.765766,0.190128
1590324608933,-0.521534,9.743778,0.206237
1590324608945,-0.581944,9.744669,0.197598
1590324608957,-0.549038,9.759513,0.100959
1590324608969,-0.557571,9.762033,0.121530
1590324608981,-0.604287,9.713266,0.336778
1590324608993,-0.451786,9.741662,0.328647
1590324609005,-0.536646,9.817549,-0.069202
1590324609017,-0.682501,9.752120,0.060085
1590324609029,-0.504746,9.777307,0.008868
1590324609041,-0.515807,9.757483,0.158592
1590324609053,-0.563844,9.745685,0.261265
1590324609071,-0.517780,9.753930,0.139659
1590324609082,-0.526973,9.768898,0.115037
1590324609094,-0.553243,9.761486,0.187533
1590324609105,-0.544250,9.756487,0.176242
1590324609120,-0.580929,9.768142,0.101907
1590324609138,-0.554947,9.775602,0.097569
1590324609156,-0.531034,9.759867,0.265048
1590324609171,-0.657055,9.716983,0.395101
1590324609182,-0.487555,9.826972,-0.242513
1590324609193,-0.604277,9.774482,-0.068445
1590324609204,-0.662255,9.725563,0.186738
1590324609221,-0.448396,9.776972,0.239746
1590324609237,-0.533055,9.755213,0.154148
1590324609254,-0.514648,9.756726,0.161589
1590324609271,-0.503405,9.777431,0.210240
1590324609281,-0.519973,9.779366,0.184737
1590324609294,-0.374855,9.812540,0.193442
1590324609305,-0.347619,9.808498,0.277804
1590324609322,-0.568604,9.788665,0.049206
1590324609338,-0.554938,9.764292,0.118705
1590324609355,-1.176338,9.571923,0.272968
1590324609371,-1.004080,9.678091,-0.248748
1590324609382,-0.781161,9.751947,-0.289804
1590324609394,-0.638141,9.788885,-0.117105
1590324609405,-0.519456,9.815068,0.033404
1590324609422,-0.414570,9.746306,0.401805
1590324609439,-0.141670,9.796001,0.856080
1590324609455,0.180590,9.899047,0.813693
1590324609472,-0.229623,9.809628,0.526590
1590324609482,-0.546797,9.770191,0.145558
1590324609494,-0.532681,9.795723,-0.048449
1590324609505,-0.536780,9.849133,-0.181720
1590324609522,-0.651022,9.847917,-0.587384
1590324609539,-0.966472,9.832134,-0.999359
1590324609554,-1.517742,9.559367,-0.293213
1590324609572,-1.757765,9.411080,0.024019
1590324609589,-1.040309,9.627995,-0.217097
1590324609605,-0.608482,9.827346,-0.004741
1590324609621,-0.154464,10.030977,0.366380
1590324609638,0.025819,10.041426,0.377460
1590324609654,0.124518,10.043800,0.100288
1590324609671,1.093307,10.776857,0.001963
1590324609682,0.121827,11.451256,0.269290
1590324609694,-0.580546,11.724779,-0.725319
1590324609705,-1.105537,11.858874,-1.002989
1590324609721,-2.169913,12.190106,-0.591646
1590324609738,-2.777466,12.340184,-1.074345
1590324609754,-2.483802,12.460154,-1.031154
1590324609771,-1.768846,12.757791,0.055545
1590324609782,-1.486138,12.815606,0.802814
1590324609794,-1.524120,12.758662,1.104244
1590324609804,-1.548886,12.656592,1.300952
1590324609821,-1.292246,12.566753,1.583410
1590324609838,-1.120678,12.448546,1.957423
1590324609854,-0.709546,12.259922,1.766183
1590324609870,-0.462770,12.038467,1.251047
1590324609882,-0.528372,11.735946,0.942578
1590324609893,-0.759699,11.302194,1.200462
1590324609906,-0.877427,10.778342,1.685949
1590324609920,-0.928605,10.297902,2.148997
1590324609937,-1.049369,9.837487,2.490592
1590324609954,-1.139353,9.489409,1.880933
1590324609971,-1.426341,9.311366,0.701348
1590324609982,-1.551041,8.794611,0.761126
1590324609995,-1.351728,8.410342,1.030407
1590324610005,-1.023186,8.101835,1.538332
1590324610021,-0.628047,7.901516,2.492824
1590324610037,-0.032523,7.767595,2.970773
1590324610054,0.343099,7.737983,2.689914
1590324610072,0.414609,7.690387,2.483074
1590324610082,0.452887,7.560525,2.410760
1590324610094,0.540218,7.467180,2.610934
1590324610104,0.559017,7.408254,2.891956
1590324610114,0.506508,7.398993,3.449786
1590324610126,0.279681,7.358071,3.773329
1590324610137,0.025446,7.265761,3.909789
1590324610154,-0.136939,7.415561,3.823406
1590324610171,0.027926,7.551293,3.792722
1590324610181,0.286021,7.442299,3.957797
1590324610194,0.257281,7.273815,4.340391
1590324610204,0.113399,7.184932,4.661204
1590324610214,-0.199571,7.172023,4.960326
1590324610226,-0.557428,7.276975,5.042284
1590324610237,-0.750142,7.307869,4.992916
1590324610255,-0.733536,7.395009,4.951372
1590324610270,-0.221263,7.550288,5.021398
1590324610281,-0.065716,7.575293,4.972383
1590324610293,-0.171291,7.565199,4.932324
1590324610303,-0.259675,7.548918,5.021599
1590324610313,-0.392103,7.449597,5.386973
1590324610325,-0.221138,7.427867,5.629343
1590324610337,0.057413,7.504031,5.684189
1590324610354,0.417961,7.680608,5.888003
1590324610370,0.266216,7.705422,5.941125
1590324610381,0.207932,7.786145,5.627686
1590324610393,0.205097,7.792638,5.636305
1590324610404,0.214932,7.765862,5.732083
1590324610419,-0.029267,7.527706,5.968927
1590324610430,-0.128521,7.458704,5.857203
1590324610441,-0.076222,7.548075,5.711856
1590324610453,-0.083040,7.537196,5.759942
1590324610470,-0.029085,7.433987,5.954954
1590324610481,0.209359,7.230537,6.117051
1590324610494,0.125743,6.923782,6.601561
1590324610504,-0.108553,6.653103,6.853996
1590324610520,-0.783028,6.075737,7.303886
1590324610530,-0.992579,5.745452,7.554760
1590324610542,-0.925847,5.526823,7.953768
1590324610553,-0.766058,5.479571,8.169916
1590324610570,-0.283244,5.683212,8.166047
1590324610581,0.057968,6.086549,7.635876
1590324610593,0.103343,6.223967,7.376315
1590324610603,0.121051,6.230450,7.213500
1590324610613,-0.013829,6.048539,7.259421
1590324610625,-0.227037,5.764567,7.425004
1590324610636,-0.360643,5.540853,7.564882
1590324610652,-0.342677,5.321927,7.883522
1590324610662,-0.225812,5.327405,8.088169
1590324610674,-0.214291,5.374427,8.196329
1590324610686,-0.309542,5.399413,7.960175
1590324610698,-0.301650,5.394500,7.808028
1590324610710,-0.295895,5.290832,7.887477
1590324610720,-0.418564,5.193339,8.000790
1590324610730,-0.667829,4.992035,8.121200
1590324610742,-0.812468,4.938712,8.180834
1590324610752,-0.883930,4.949112,8.235288
1590324610769,-0.762304,4.934881,8.217887
1590324610781,-0.493292,4.923015,8.278604
1590324610794,-0.344755,4.908343,8.279944
1590324610806,-0.386654,4.826059,8.401991
1590324610820,-0.609592,4.765955,8.376948
1590324610837,-0.904022,4.789936,8.245880
1590324610853,-1.035186,4.735597,8.187174
1590324610870,-0.843506,4.491158,8.478223
1590324610886,-0.700965,4.405896,8.771886
1590324610897,-0.797413,4.456203,8.713428
1590324610910,-0.970226,4.510015,8.558017
1590324610920,-1.004722,4.484618,8.537196
1590324610936,-0.987637,4.379311,8.639640
1590324610953,-0.902528,4.318192,8.784336
1590324610969,-0.845488,4.286655,8.748576
1590324610986,-0.859375,4.282480,8.759503
1590324610997,-0.825444,4.279645,8.883436
1590324611009,-0.818721,4.247199,8.873812
1590324611019,-0.832138,4.177202,8.864273
1590324611029,-0.860553,4.156124,8.854792
1590324611041,-0.941592,4.190858,8.877738
1590324611053,-0.973607,4.242880,8.807110
1590324611069,-0.971586,4.206469,8.811591
1590324611087,-0.834111,4.104571,9.161623
1590324611097,-0.777618,4.003230,9.184235
1590324611110,-0.772877,3.962155,9.025758
1590324611120,-0.775855,3.958113,9.003453
1590324611138,-0.861635,3.822477,9.068183
1590324611154,-0.923482,3.669373,9.217936
1590324611170,-1.083903,3.630338,9.219305
1590324611186,-1.114338,3.644550,9.064840
1590324611197,-0.982255,3.595469,9.027806
1590324611210,-0.843640,3.557458,9.022347
1590324611222,-0.786007,3.518404,9.002974
1590324611236,-0.825377,3.487136,9.009592
1590324611246,-0.958859,3.438476,9.075336
1590324611258,-1.057663,3.403348,9.081839
1590324611269,-1.059731,3.368374,9.064113
1590324611286,-1.114491,3.283054,9.110167
1590324611298,-1.151467,3.234653,8.931589
1590324611310,-1.057739,3.208824,8.932652
1590324611322,-0.952011,3.137132,9.086196
1590324611336,-0.891074,3.053680,9.220052
1590324611346,-1.003554,2.954809,9.351886
1590324611357,-1.042991,2.960766,9.344723
1590324611370,-1.091928,2.977812,9.335135
1590324611387,-1.083539,3.130352,9.235604
1590324611398,-1.058783,3.314083,9.086455
1590324611410,-1.076175,3.349651,9.090526
1590324611420,-1.116024,3.320049,9.134723
1590324611430,-1.155940,3.216725,9.188257
1590324611442,-1.173590,3.154457,9.255362
1590324611453,-1.170602,3.163239,9.365504
1590324611469,-1.097138,3.243961,9.418052
1590324611486,-1.098728,3.194717,9.333241
1590324611498,-1.119701,2.927869,9.307229
1590324611510,-1.130082,2.742309,9.490472
1590324611521,-1.100308,2.708302,9.524776
1590324611536,-1.059683,2.742558,9.492195
1590324611553,-1.034774,2.830780,9.427581
1590324611569,-1.020859,2.944811,9.342098
1590324611585,-1.103210,2.884573,9.254116
1590324611598,-1.212318,2.833480,9.290633
1590324611610,-1.243951,2.822294,9.377484
1590324611622,-1.173111,2.833222,9.446198
1590324611636,-1.137926,2.805861,9.434716
1590324611646,-1.116311,2.696072,9.360496
1590324611657,-1.097770,2.554508,9.390011
1590324611670,-1.066023,2.453396,9.402921
1590324611686,-0.973339,2.416755,9.519174
1590324611698,-0.955028,2.496836,9.485951
1590324611709,-0.982523,2.570329,9.433921
1590324611720,-1.047454,2.594395,9.387167
1590324611730,-1.143088,2.567494,9.286487
1590324611741,-1.224768,2.449374,9.327092
1590324611753,-1.218907,2.364887,9.389657
1590324611770,-1.152186,2.350043,9.503908
